File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF669KGM	bigWig	bigWig		signal of unique reads	mm10	ENCSR559TRB	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002028	hindbrain	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2014-12-17	ENCODE		chemical (Nextera tagmentation)	>200	1	1_1							/files/mm10_no_alt.chrom.sizes/, /files/ENCFF837JTB/	197959626	ENCODE Processing Pipeline	921105e44d6e62ca8eb821659f7024f0		https://www.encodeproject.org/files/ENCFF669KGM/@@download/ENCFF669KGM.bigWig	M21			released	s3://encode-public/2021/03/15/dd0779c6-7636-46d5-90f4-b707b8286fd5/ENCFF669KGM.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/15/dd0779c6-7636-46d5-90f4-b707b8286fd5/ENCFF669KGM.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF716ZBD	bigWig	bigWig		plus strand signal of unique reads	mm10	ENCSR288TLO	polyA plus RNA-seq	/mouse-donors/ENCDO072AAA/	UBERON:0001013	adipose tissue	tissue	Mus musculus											polyadenylated mRNA		RNeasy Lipid Tissue Mini Kit (QIAGEN cat#74804)			reverse	2014-12-08	ENCODE		chemical (Illumina TruSeq)	350-450	1	1_2							/files/mm10_no_alt.chrom.sizes/, /files/ENCFF828SAE/	85084287	ENCODE Processing Pipeline	7aa29c77c814c50f18bdccf71078bdbc		https://www.encodeproject.org/files/ENCFF716ZBD/@@download/ENCFF716ZBD.bigWig	M21			released	s3://encode-public/2021/04/07/b1d57444-0bec-4313-afd5-31ad981f2d03/ENCFF716ZBD.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/04/07/b1d57444-0bec-4313-afd5-31ad981f2d03/ENCFF716ZBD.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 mm10 M21	released	low read depth, low replicate concordance		
ENCFF309EBO	bigWig	bigWig		minus strand signal of unique reads	mm10	ENCSR288TLO	polyA plus RNA-seq	/mouse-donors/ENCDO072AAA/	UBERON:0001013	adipose tissue	tissue	Mus musculus											polyadenylated mRNA		RNeasy Lipid Tissue Mini Kit (QIAGEN cat#74804)			reverse	2014-12-08	ENCODE		chemical (Illumina TruSeq)	350-450	1	1_2							/files/mm10_no_alt.chrom.sizes/, /files/ENCFF828SAE/	84232129	ENCODE Processing Pipeline	f8f6acb28de4d269d3473e2c98467ed7		https://www.encodeproject.org/files/ENCFF309EBO/@@download/ENCFF309EBO.bigWig	M21			released	s3://encode-public/2021/04/07/af0ed793-7fac-4c58-9e43-6ffecba46772/ENCFF309EBO.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/04/07/af0ed793-7fac-4c58-9e43-6ffecba46772/ENCFF309EBO.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 mm10 M21	released	low read depth, low replicate concordance		
ENCFF687UIP	tsv	tsv		gene quantifications	mm10	ENCSR288TLO	polyA plus RNA-seq	/mouse-donors/ENCDO072AAA/	UBERON:0001013	adipose tissue	tissue	Mus musculus											polyadenylated mRNA		RNeasy Lipid Tissue Mini Kit (QIAGEN cat#74804)			reverse	2014-12-08	ENCODE		chemical (Illumina TruSeq)	350-450	1	1_2							/files/ENCFF281NUA/, /files/ENCFF363TFV/	11784622	ENCODE Processing Pipeline	cfc6880b0d5e442ba49f3ad1ff9b5928		https://www.encodeproject.org/files/ENCFF687UIP/@@download/ENCFF687UIP.tsv	M21			released	s3://encode-public/2021/04/07/cbac2293-b048-4075-8ade-2a34158a956c/ENCFF687UIP.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/04/07/cbac2293-b048-4075-8ade-2a34158a956c/ENCFF687UIP.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 mm10 M21	released	low read depth, low replicate concordance		
ENCFF343KIR	tsv	tsv		gene quantifications	mm10	ENCSR337FYI	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001049	neural tube	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2014-11-20	ENCODE		chemical (Nextera tagmentation)	>200	2	2_1							/files/ENCFF363TFV/, /files/ENCFF296GOV/	11885388	ENCODE Processing Pipeline	911fb59f604e576fcd80e39a7e4f0f6e		https://www.encodeproject.org/files/ENCFF343KIR/@@download/ENCFF343KIR.tsv	M21			released	s3://encode-public/2021/03/15/3193578f-ba5a-4a7b-8926-e2671dbc56c5/ENCFF343KIR.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/03/15/3193578f-ba5a-4a7b-8926-e2671dbc56c5/ENCFF343KIR.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF197NSK	bigWig	bigWig		signal of unique reads	mm10	ENCSR337FYI	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001049	neural tube	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2014-11-20	ENCODE		chemical (Nextera tagmentation)	>200	2	2_1							/files/ENCFF792ECU/, /files/mm10_no_alt.chrom.sizes/	131225729	ENCODE Processing Pipeline	5867e285628b69bbea65eab9b8e216ff		https://www.encodeproject.org/files/ENCFF197NSK/@@download/ENCFF197NSK.bigWig	M21			released	s3://encode-public/2021/03/15/cf12da7e-df0e-42a7-ac8b-6dc8e9f0b5e3/ENCFF197NSK.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/15/cf12da7e-df0e-42a7-ac8b-6dc8e9f0b5e3/ENCFF197NSK.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF386ZTW	tsv	tsv		gene quantifications	mm10	ENCSR982MRY	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002048	lung	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2015-06-23	ENCODE		chemical (Nextera tagmentation)	>200	1	1_1							/files/ENCFF363TFV/, /files/ENCFF783ILP/	11902110	ENCODE Processing Pipeline	3c4874c1cb195f0920c373277350a876		https://www.encodeproject.org/files/ENCFF386ZTW/@@download/ENCFF386ZTW.tsv	M21			released	s3://encode-public/2021/03/24/f63f8066-96c3-4ae6-bdca-3ecb22ef7093/ENCFF386ZTW.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/03/24/f63f8066-96c3-4ae6-bdca-3ecb22ef7093/ENCFF386ZTW.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF570WAR	bigWig	bigWig		signal of unique reads	mm10	ENCSR982MRY	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002048	lung	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2015-06-23	ENCODE		chemical (Nextera tagmentation)	>200	1	1_1							/files/ENCFF630KND/, /files/mm10_no_alt.chrom.sizes/	153934718	ENCODE Processing Pipeline	dd6c142c0f7a56eb6fe77778f0f031fd		https://www.encodeproject.org/files/ENCFF570WAR/@@download/ENCFF570WAR.bigWig	M21			released	s3://encode-public/2021/03/24/92bb27f3-dc48-459b-a2a2-9962e7f79147/ENCFF570WAR.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/24/92bb27f3-dc48-459b-a2a2-9962e7f79147/ENCFF570WAR.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF391LYN	bigWig	bigWig		plus strand signal of unique reads	mm10	ENCSR000CHD	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001987	placenta	tissue	Mus musculus											polyadenylated mRNA					reverse	2012-05-04	ENCODE		see document	>200	1	1_1							/files/ENCFF306YTA/, /files/mm10_no_alt.chrom.sizes/	30608023	ENCODE Processing Pipeline	46a272cf3121faf2039fe3dee43b80d0		https://www.encodeproject.org/files/ENCFF391LYN/@@download/ENCFF391LYN.bigWig	M21			released	s3://encode-public/2022/11/07/15528463-e0e7-45d1-9be6-335e09d23a65/ENCFF391LYN.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/11/07/15528463-e0e7-45d1-9be6-335e09d23a65/ENCFF391LYN.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released	low replicate concordance	insufficient read depth, missing spikeins, insufficient read length	
ENCFF263FUQ	bigWig	bigWig		minus strand signal of unique reads	mm10	ENCSR000CHD	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001987	placenta	tissue	Mus musculus											polyadenylated mRNA					reverse	2012-05-04	ENCODE		see document	>200	1	1_1							/files/ENCFF306YTA/, /files/mm10_no_alt.chrom.sizes/	29990278	ENCODE Processing Pipeline	e9d664e888851253abe8c714bdbfbad4		https://www.encodeproject.org/files/ENCFF263FUQ/@@download/ENCFF263FUQ.bigWig	M21			released	s3://encode-public/2022/11/07/706fd7c2-2468-407b-9d08-da3899a3771b/ENCFF263FUQ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/11/07/706fd7c2-2468-407b-9d08-da3899a3771b/ENCFF263FUQ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released	low replicate concordance	insufficient read depth, missing spikeins, insufficient read length	
ENCFF971SAL	tsv	tsv		gene quantifications	mm10	ENCSR000CHD	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001987	placenta	tissue	Mus musculus											polyadenylated mRNA					reverse	2012-05-04	ENCODE		see document	>200	1	1_1							/files/ENCFF358RUR/, /files/ENCFF363TFV/	13101978	ENCODE Processing Pipeline	1b72a85cf2945b37e215bfbd97e7edbf		https://www.encodeproject.org/files/ENCFF971SAL/@@download/ENCFF971SAL.tsv	M21			released	s3://encode-public/2022/11/07/ec153c2a-51ed-4ef3-8a96-32e37ba35c90/ENCFF971SAL.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/11/07/ec153c2a-51ed-4ef3-8a96-32e37ba35c90/ENCFF971SAL.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 mm10 M21	released	low replicate concordance	insufficient read depth, missing spikeins, insufficient read length	
ENCFF050VFD	bigWig	bigWig		signal of unique reads	mm10	ENCSR719NAJ	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001891	midbrain	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2015-06-23	ENCODE		chemical (Nextera tagmentation)	>200	2	2_1							/files/ENCFF389WKB/, /files/mm10_no_alt.chrom.sizes/	172799764	ENCODE Processing Pipeline	f2e124a8efd9f876eb9169cbdf2d0648		https://www.encodeproject.org/files/ENCFF050VFD/@@download/ENCFF050VFD.bigWig	M21			released	s3://encode-public/2021/03/15/0f885702-fd3d-4e19-aca4-3436227d656f/ENCFF050VFD.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/15/0f885702-fd3d-4e19-aca4-3436227d656f/ENCFF050VFD.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF532MRQ	tsv	tsv		gene quantifications	mm10	ENCSR719NAJ	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001891	midbrain	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2015-06-23	ENCODE		chemical (Nextera tagmentation)	>200	2	2_1							/files/ENCFF894GMI/, /files/ENCFF363TFV/	11892525	ENCODE Processing Pipeline	1b940c2263ff31b2f4bb19cb5e0f1d73		https://www.encodeproject.org/files/ENCFF532MRQ/@@download/ENCFF532MRQ.tsv	M21			released	s3://encode-public/2021/03/15/0d126916-61f7-46ba-89b6-9837796b70e7/ENCFF532MRQ.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/03/15/0d126916-61f7-46ba-89b6-9837796b70e7/ENCFF532MRQ.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF867NEL	tsv	tsv		gene quantifications	mm10	ENCSR792RJV	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001891	midbrain	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2015-10-13	ENCODE		chemical (Nextera tagmentation)	>200	2	2_1							/files/ENCFF899RDB/, /files/ENCFF363TFV/	11893916	ENCODE Processing Pipeline	d9a0613cfb230baa006a4b07011f2d6c		https://www.encodeproject.org/files/ENCFF867NEL/@@download/ENCFF867NEL.tsv	M21			released	s3://encode-public/2021/03/15/788cc674-064f-4914-a32d-15551a7e222a/ENCFF867NEL.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/03/15/788cc674-064f-4914-a32d-15551a7e222a/ENCFF867NEL.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF877OIK	bigWig	bigWig		signal of unique reads	mm10	ENCSR792RJV	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001891	midbrain	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2015-10-13	ENCODE		chemical (Nextera tagmentation)	>200	2	2_1							/files/mm10_no_alt.chrom.sizes/, /files/ENCFF039XSQ/	213483400	ENCODE Processing Pipeline	2f0031e4b0d634ed2030da42f5ac5d88		https://www.encodeproject.org/files/ENCFF877OIK/@@download/ENCFF877OIK.bigWig	M21			released	s3://encode-public/2021/03/15/9d0b2a2a-0d5f-42d7-9d2c-85155ee8f609/ENCFF877OIK.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/15/9d0b2a2a-0d5f-42d7-9d2c-85155ee8f609/ENCFF877OIK.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF368UUM	tsv	tsv		gene quantifications	mm10	ENCSR579FCW	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002106	spleen	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2015-06-23	ENCODE		chemical (Nextera tagmentation)	>200	1	1_1							/files/ENCFF363TFV/, /files/ENCFF800SSR/	11886569	ENCODE Processing Pipeline	e492bd3512a00380aa53efe9283265b1		https://www.encodeproject.org/files/ENCFF368UUM/@@download/ENCFF368UUM.tsv	M21			released	s3://encode-public/2021/03/15/865c1db7-65b4-40a6-affb-da31b68d8323/ENCFF368UUM.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/03/15/865c1db7-65b4-40a6-affb-da31b68d8323/ENCFF368UUM.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF271VFJ	bigWig	bigWig		signal of unique reads	mm10	ENCSR579FCW	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002106	spleen	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2015-06-23	ENCODE		chemical (Nextera tagmentation)	>200	1	1_1							/files/ENCFF966PFP/, /files/mm10_no_alt.chrom.sizes/	151127014	ENCODE Processing Pipeline	ae215220c5587c65e7e3726c0ec63cdd		https://www.encodeproject.org/files/ENCFF271VFJ/@@download/ENCFF271VFJ.bigWig	M21			released	s3://encode-public/2021/03/15/5d8e06bb-66f0-4fb6-9992-fb6719cfeb82/ENCFF271VFJ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/15/5d8e06bb-66f0-4fb6-9992-fb6719cfeb82/ENCFF271VFJ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF449ACY	tsv	tsv		gene quantifications	mm10	ENCSR504GEG	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002113	kidney	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2014-12-17	ENCODE		chemical (Nextera tagmentation)	>200	1	1_1							/files/ENCFF977WBX/, /files/ENCFF363TFV/	11882111	ENCODE Processing Pipeline	ef87db896c2f0268ac6a5329ae9f6eb3		https://www.encodeproject.org/files/ENCFF449ACY/@@download/ENCFF449ACY.tsv	M21			released	s3://encode-public/2021/03/15/72e917a3-3220-42c4-9c8f-caed5a1ca995/ENCFF449ACY.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/03/15/72e917a3-3220-42c4-9c8f-caed5a1ca995/ENCFF449ACY.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF846JTZ	bigWig	bigWig		signal of unique reads	mm10	ENCSR504GEG	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002113	kidney	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2014-12-17	ENCODE		chemical (Nextera tagmentation)	>200	1	1_1							/files/ENCFF895NAR/, /files/mm10_no_alt.chrom.sizes/	163629953	ENCODE Processing Pipeline	507a1da4740426d7a0014683b52ac9d4		https://www.encodeproject.org/files/ENCFF846JTZ/@@download/ENCFF846JTZ.bigWig	M21			released	s3://encode-public/2021/03/15/7cc68af5-efaf-4896-87b9-cd4cfcd47344/ENCFF846JTZ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/15/7cc68af5-efaf-4896-87b9-cd4cfcd47344/ENCFF846JTZ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF723OSL	bigWig	bigWig		signal of unique reads	mm10	ENCSR541XZK	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002101	limb	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2014-11-20	ENCODE		chemical (Nextera tagmentation)	>200	1	1_1							/files/ENCFF459OJB/, /files/mm10_no_alt.chrom.sizes/	170111395	ENCODE Processing Pipeline	ac64474bc0d3e6b61eda6e80a198d60c		https://www.encodeproject.org/files/ENCFF723OSL/@@download/ENCFF723OSL.bigWig	M21			released	s3://encode-public/2021/03/15/fbdfaddf-afce-469e-bc76-9f03d89bfbc4/ENCFF723OSL.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/15/fbdfaddf-afce-469e-bc76-9f03d89bfbc4/ENCFF723OSL.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF836WUM	tsv	tsv		gene quantifications	mm10	ENCSR541XZK	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002101	limb	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2014-11-20	ENCODE		chemical (Nextera tagmentation)	>200	1	1_1							/files/ENCFF363TFV/, /files/ENCFF868OVL/	11902399	ENCODE Processing Pipeline	f2627f7e4a2b000a19a493ece2ae0775		https://www.encodeproject.org/files/ENCFF836WUM/@@download/ENCFF836WUM.tsv	M21			released	s3://encode-public/2021/03/15/c4d5b5a8-46c9-42ea-bd62-d8162bd6f87a/ENCFF836WUM.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/03/15/c4d5b5a8-46c9-42ea-bd62-d8162bd6f87a/ENCFF836WUM.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF561NBF	bigWig	bigWig		signal of unique reads	mm10	ENCSR823VEE	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0012314	embryonic facial prominence	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2014-12-17	ENCODE		chemical (Nextera tagmentation)	>200	2	2_1							/files/ENCFF458WBO/, /files/mm10_no_alt.chrom.sizes/	162043968	ENCODE Processing Pipeline	5feccca09e208dcdcff3ae599b606347		https://www.encodeproject.org/files/ENCFF561NBF/@@download/ENCFF561NBF.bigWig	M21			released	s3://encode-public/2021/03/15/1521ffbb-bbac-4c8a-98e7-70cbad408c6c/ENCFF561NBF.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/15/1521ffbb-bbac-4c8a-98e7-70cbad408c6c/ENCFF561NBF.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF932AJG	tsv	tsv		gene quantifications	mm10	ENCSR823VEE	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0012314	embryonic facial prominence	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2014-12-17	ENCODE		chemical (Nextera tagmentation)	>200	2	2_1							/files/ENCFF363TFV/, /files/ENCFF812ZOZ/	11890002	ENCODE Processing Pipeline	e60be6ed86dbd7c93107b17f0d26897f		https://www.encodeproject.org/files/ENCFF932AJG/@@download/ENCFF932AJG.tsv	M21			released	s3://encode-public/2021/03/15/2400dffe-f15d-4d0e-b3d2-0d2536421e31/ENCFF932AJG.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/03/15/2400dffe-f15d-4d0e-b3d2-0d2536421e31/ENCFF932AJG.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF927QNP	bigWig	bigWig		signal of unique reads	mm10	ENCSR867YNV	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002107	liver	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2014-12-17	ENCODE		chemical (Nextera tagmentation)	>200	1	1_1							/files/ENCFF580MOK/, /files/mm10_no_alt.chrom.sizes/	96995380	ENCODE Processing Pipeline	bae8c988b6fa8d9b927aa838e6b16ab8		https://www.encodeproject.org/files/ENCFF927QNP/@@download/ENCFF927QNP.bigWig	M21			released	s3://encode-public/2021/03/24/a3806a35-da97-4647-a1c1-f240cfed785f/ENCFF927QNP.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/24/a3806a35-da97-4647-a1c1-f240cfed785f/ENCFF927QNP.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF578AKP	tsv	tsv		gene quantifications	mm10	ENCSR867YNV	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002107	liver	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2014-12-17	ENCODE		chemical (Nextera tagmentation)	>200	1	1_1							/files/ENCFF664CIX/, /files/ENCFF363TFV/	11909219	ENCODE Processing Pipeline	172b24509b47c166235385e4a6ac7e8f		https://www.encodeproject.org/files/ENCFF578AKP/@@download/ENCFF578AKP.tsv	M21			released	s3://encode-public/2021/03/24/a66da34a-a7bb-4013-89a0-6ac582784438/ENCFF578AKP.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/03/24/a66da34a-a7bb-4013-89a0-6ac582784438/ENCFF578AKP.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF825BVO	bigWig	bigWig		signal of unique reads	mm10	ENCSR115TWD	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001049	neural tube	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2015-10-13	ENCODE		chemical (Nextera tagmentation)	>200	1	1_1							/files/mm10_no_alt.chrom.sizes/, /files/ENCFF344DUK/	174494266	ENCODE Processing Pipeline	b07d759d07c756af0e92e184df7750c5		https://www.encodeproject.org/files/ENCFF825BVO/@@download/ENCFF825BVO.bigWig	M21			released	s3://encode-public/2021/03/15/fd4a096c-6a69-429c-af70-c5e1af9a6f3e/ENCFF825BVO.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/15/fd4a096c-6a69-429c-af70-c5e1af9a6f3e/ENCFF825BVO.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
ENCFF867IVC	tsv	tsv		gene quantifications	mm10	ENCSR115TWD	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001049	neural tube	tissue	Mus musculus											polyadenylated mRNA		Ambion mirVana			unstranded	2015-10-13	ENCODE		chemical (Nextera tagmentation)	>200	1	1_1							/files/ENCFF363TFV/, /files/ENCFF825YPY/	11885454	ENCODE Processing Pipeline	5aee4f58de80a21db293f51b8580d7eb		https://www.encodeproject.org/files/ENCFF867IVC/@@download/ENCFF867IVC.tsv	M21			released	s3://encode-public/2021/03/15/ae608f9e-0069-4810-ab87-5bf72d531516/ENCFF867IVC.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/03/15/ae608f9e-0069-4810-ab87-5bf72d531516/ENCFF867IVC.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.1 mm10 M21	released			
